///////////////////////////////////////////////////////////////////////////////////////////////																											
//	[ Text  Version ]	0.0.0.1																									
//	[File Name]	4ThTreeData.txt																									
//	[서버/클라]	서버&클라 스크립트																									
//	[ 최종 작업자 ]	사재일																									
//	[ 최종 작업일 ]	Season12 P.1 2017년 6월 30일																									
//	[ 작 업 내 용 ]	시즌 업데이트 스크립트																									
///////////////////////////////////////////////////////////////////////////////////////////////																											
// class : 0 - 흑마법사 , 1 - 흑기사 , 2 - 요정 , 3 - 마검사 , 4 - 다크로드 , 5 - 소환술사 , 6 - 레이지파이터 , 7 - 그로우랜서, 8 - 룬마법사, 9 - 슬레이어, 10 - 건크래셔																											
// Line No :  등록 라인 설정 (세로)																											
// row no : 등록 열 설정 (가로)																											
// Skill ID : Skill 스크립트에서 불러들일 스킬,(디)버프 등																											
// FormulaData Index : formulaData 스크립트에서 불러들일 스킬 강화 공식 인덱스 등록																											
// ParentSkill(1) : 일반스킬습득, 3차 마스터스킬트리 선행 조건 설정																											
// ParentSkill(2) : 4차 스킬강화트리  선행조건 설정																											
// ParentSkill(3) : 4차 스킬강화트리  선행조건 설정																											
// NeedPoint : 강화하기 위한 최소 필요포인트																											
// maxpoint : 최대 강화 가능 포인트 설정																											
																											
//Class 흑마법사																											
0																											
//Line No	Skill group (Page)	UI Group	둘중하나선택	Skill ID	BuffIndex	AttributeType	FormulaData Index	Link Slot 1	link1 Line on/off	Link Slot 2	link2 Line on/off	Link Slot 3	link3 Line on/off	Link Slot 4	link4 Line on/off	Link Slot 5	link5 Line on/off	Need Point	MaxPoint	active next slotpoint	ParentSkill(1)	ParentSkill NeedPoint(1)	ParentSkill(2)	ParentSkill NeedPoint(2)	ParentSkill(3)	ParentSkill NeedPoint(3)	
63	0	1	35	1192	-1	4	209	-1	0	-1	0	-1	0	-1	0	-1	0	10	20	10	-1	-1	1170	10	1171	10	//
20	0	3	36	-1	-1	-1	-1	11	1	31	1	-1	0	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	//
//Line No	Skill group	UI Group	둘중하나선택	Skill ID	BuffIndex	AttributeType	FormulaData Index	Link Slot 1	link1 Line on/off	Link Slot 2	link2 Line on/off	Link Slot 3	link3 Line on/off	Link Slot 4	link4 Line on/off	Link Slot 5	link5 Line on/off	Need Point	MaxPoint	active next slotpoint	ParentSkill(1)	ParentSkill NeedPoint(1)	ParentSkill(2)	ParentSkill NeedPoint(2)	ParentSkill(3)	ParentSkill NeedPoint(3)	
//2P																											
0	1	0	1	1072	-1	1	114	20	1	1	1	11	1	31	1	-1	1	1	20	10	723	-1	-1	-1	-1	-1	//
1	1	0	2	1002	-1	2	45	2	1	-1	1	-1	1	-1	1	-1	1	15	15	10	-1	-1	-1	-1	-1	-1	//
2	1	0	3	1007	-1	2	51	3	1	-1	1	-1	1	-1	1	-1	1	1	20	10	-1	-1	-1	-1	-1	-1	//
3	1	0	4	1011	-1	2	62	4	1	-1	1	-1	1	-1	1	-1	1	10	10	10	-1	-1	-1	-1	-1	-1	//
4	1	0	5	1010	-1	2	61	5	1	-1	1	-1	1	-1	1	-1	1	10	10	10	-1	-1	-1	-1	-1	-1	//
5	1	0	6	1001	-1	2	44	6	1	-1	1	-1	1	-1	1	-1	1	1	20	10	-1	-1	-1	-1	-1	-1	//
6	1	0	7	1020	-1	2	66	-1	1	-1	1	-1	1	-1	1	-1	1	1	20	10	-1	-1	-1	-1	-1	-1	//
11	1	0	37	1024	-1	3	179	21	1	-1	0	-1	0	-1	0	-1	0	1	20	10	-1	-1	-1	-1	-1	-1	//
12	1	0	8	1028	-1	4	74	-1	0	-1	0	-1	0	-1	0	-1	0	1	30	10	-1	-1	1024	10	-1	-1	//
13	1	0	9	1166	-1	4	183	-1	0	-1	0	-1	0	-1	0	-1	0	10	20	10	-1	-1	1024	10	-1	-1	//
15	1	0	10	1172	-1	4	189	-1	0	-1	0	-1	0	-1	0	-1	0	10	20	10	-1	-1	1024	10	-1	-1	//
14	1	0	11	1178	-1	4	195	-1	0	-1	0	-1	0	-1	0	-1	0	1	30	10	-1	-1	1024	10	-1	-1	//
21	1	0	12	1040	-1	4	86	-1	0	-1	0	-1	0	-1	0	-1	0	10	10	10	-1	-1	1024	10	-1	-1	//
22	1	0	13	1036	-1	4	82	-1	0	-1	0	-1	0	-1	0	-1	0	1	30	10	-1	-1	1040	10	-1	-1	//
23	1	0	14	1167	-1	4	184	-1	0	-1	0	-1	0	-1	0	-1	0	10	20	10	-1	-1	1040	10	-1	-1	//
24	1	0	15	1179	-1	4	196	-1	0	-1	0	-1	0	-1	0	-1	0	1	30	10	-1	-1	1040	10	-1	-1	//
25	1	0	16	1032	-1	4	78	-1	0	-1	0	-1	0	-1	0	-1	0	1	10	10	-1	-1	1040	10	-1	-1	//
31	1	0	37	1026	-1	3	181	41	1	-1	0	-1	0	-1	0	-1	0	1	20	10	-1	-1	-1	-1	-1	-1	//
32	1	0	17	1030	-1	4	76	-1	0	-1	0	-1	0	-1	0	-1	0	1	30	10	-1	-1	1026	10	-1	-1	//
33	1	0	18	1168	-1	4	185	-1	0	-1	0	-1	0	-1	0	-1	0	10	20	10	-1	-1	1026	10	-1	-1	//
35	1	0	19	1174	-1	4	191	-1	0	-1	0	-1	0	-1	0	-1	0	10	20	10	-1	-1	1026	10	-1	-1	//
34	1	0	20	1180	-1	4	197	-1	0	-1	0	-1	0	-1	0	-1	0	1	30	10	-1	-1	1026	10	-1	-1	//
41	1	0	21	1042	-1	4	88	-1	0	-1	0	-1	0	-1	0	-1	0	10	10	10	-1	-1	1026	10	-1	-1	//
42	1	0	22	1038	-1	4	84	-1	0	-1	0	-1	0	-1	0	-1	0	1	30	10	-1	-1	1042	10	-1	-1	//
43	1	0	23	1169	-1	4	186	-1	0	-1	0	-1	0	-1	0	-1	0	10	20	10	-1	-1	1042	10	-1	-1	//
44	1	0	24	1181	-1	4	198	-1	0	-1	0	-1	0	-1	0	-1	0	1	30	10	-1	-1	1042	10	-1	-1	//
45	1	0	25	1034	-1	4	80	-1	0	-1	0	-1	0	-1	0	-1	0	1	10	10	-1	-1	1042	10	-1	-1	//
51	1	1	26	1046	-1	4	91	-1	0	-1	0	-1	0	-1	0	-1	0	1	20	10	-1	-1	1024	10	-1	-1	//
54	1	1	27	1184	-1	4	201	-1	0	-1	0	-1	0	-1	0	-1	0	1	30	10	-1	-1	1178	10	-1	-1	//
52	1	1	28	1058	-1	4	103	-1	0	-1	0	-1	0	-1	0	-1	0	1	30	10	-1	-1	1036	10	-1	-1	//
55	1	1	29	1185	-1	4	202	-1	0	-1	0	-1	0	-1	0	-1	0	1	30	10	-1	-1	1179	10	-1	-1	//
53	1	1	30	1190	-1	4	207	-1	0	-1	0	-1	0	-1	0	-1	0	10	20	10	-1	-1	1166	10	1167	10	//
61	1	1	31	1048	-1	4	93	-1	0	-1	0	-1	0	-1	0	-1	0	1	20	10	-1	-1	1026	10	-1	-1	//
64	1	1	32	1186	-1	4	203	-1	0	-1	0	-1	0	-1	0	-1	0	1	30	10	-1	-1	1180	10	-1	-1	//
62	1	1	33	1060	-1	4	105	-1	0	-1	0	-1	0	-1	0	-1	0	1	30	10	-1	-1	1038	10	-1	-1	//
65	1	1	34	1187	-1	4	204	-1	0	-1	0	-1	0	-1	0	-1	0	1	30	10	-1	-1	1181	10	-1	-1	//
63	1	1	35	1191	-1	4	208	-1	0	-1	0	-1	0	-1	0	-1	0	10	20	10	-1	-1	1168	10	1169	10	//
20	1	3	36	-1	-1	-1	-1	11	1	31	1	-1	0	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	//
//Line No	Skill group	UI Group	둘중하나선택	Skill ID	BuffIndex	AttributeType	FormulaData Index	Link Slot 1	link1 Line on/off	Link Slot 2	link2 Line on/off	Link Slot 3	link3 Line on/off	Link Slot 4	link4 Line on/off	Link Slot 5	link5 Line on/off	Need Point	MaxPoint	active next slotpoint	ParentSkill(1)	ParentSkill NeedPoint(1)	ParentSkill(2)	ParentSkill NeedPoint(2)	ParentSkill(3)	ParentSkill NeedPoint(3)	
//3P																											
0	2	0	1	1069	-1	1	112	20	1	1	1	11	1	31	1	-1	1	1	20	10	812	10	-1	-1	-1	-1	//
1	2	0	2	1004	-1	2	47	2	1	-1	1	-1	1	-1	1	-1	1	15	15	10	-1	-1	-1	-1	-1	-1	//
2	2	0	3	1007	-1	2	50	3	1	-1	1	-1	1	-1	1	-1	1	1	20	10	-1	-1	-1	-1	-1	-1	//
3	2	0	4	1008	-1	2	54	4	1	-1	1	-1	1	-1	1	-1	1	1	10	10	-1	-1	-1	-1	-1	-1	//
4	2	0	5	1009	-1	2	60	5	1	-1	1	-1	1	-1	1	-1	1	10	10	10	-1	-1	-1	-1	-1	-1	//
5	2	0	6	1001	-1	2	44	6	1	-1	1	-1	1	-1	1	-1	1	1	20	10	-1	-1	-1	-1	-1	-1	//
6	2	0	7	1020	-1	2	66	-1	1	-1	1	-1	1	-1	1	-1	1	1	20	10	-1	-1	-1	-1	-1	-1	//
11	2	0	37	1024	-1	3	179	21	1	-1	0	-1	0	-1	0	-1	0	1	20	10	-1	-1	-1	-1	-1	-1	//
12	2	0	8	1028	-1	4	74	-1	0	-1	0	-1	0	-1	0	-1	0	1	30	10	-1	-1	1024	10	-1	-1	//
13	2	0	9	1166	-1	4	183	-1	0	-1	0	-1	0	-1	0	-1	0	10	20	10	-1	-1	1024	10	-1	-1	//
15	2	0	10	1172	-1	4	189	-1	0	-1	0	-1	0	-1	0	-1	0	10	20	10	-1	-1	1024	10	-1	-1	//
14	2	0	11	1178	-1	4	195	-1	0	-1	0	-1	0	-1	0	-1	0	1	30	10	-1	-1	1024	10	-1	-1	//
21	2	0	12	1040	-1	4	86	-1	0	-1	0	-1	0	-1	0	-1	0	10	10	10	-1	-1	1024	10	-1	-1	//
22	2	0	13	1036	-1	4	82	-1	0	-1	0	-1	0	-1	0	-1	0	1	30	10	-1	-1	1040	10	-1	-1	//
23	2	0	14	1167	-1	4	184	-1	0	-1	0	-1	0	-1	0	-1	0	10	20	10	-1	-1	1040	10	-1	-1	//
24	2	0	15	1179	-1	4	196	-1	0	-1	0	-1	0	-1	0	-1	0	1	30	10	-1	-1	1040	10	-1	-1	//
25	2	0	16	1032	-1	4	78	-1	0	-1	0	-1	0	-1	0	-1	0	1	10	10	-1	-1	1040	10	-1	-1	//
31	2	0	37	1025	-1	3	180	41	1	-1	0	-1	0	-1	0	-1	0	1	20	10	-1	-1	-1	-1	-1	-1	//
32	2	0	17	1029	-1	4	75	-1	0	-1	0	-1	0	-1	0	-1	0	1	30	10	-1	-1	1025	10	-1	-1	//
33	2	0	18	1170	-1	4	187	-1	0	-1	0	-1	0	-1	0	-1	0	10	20	10	-1	-1	1025	10	-1	-1	//
35	2	0	19	1176	-1	4	193	-1	0	-1	0	-1	0	-1	0	-1	0	10	20	10	-1	-1	1025	10	-1	-1	//
34	2	0	20	1182	-1	4	199	-1	0	-1	0	-1	0	-1	0	-1	0	1	30	10	-1	-1	1025	10	-1	-1	//
41	2	0	21	1041	-1	4	87	-1	0	-1	0	-1	0	-1	0	-1	0	10	10	10	-1	-1	1025	10	-1	-1	//
42	2	0	22	1037	-1	4	83	-1	0	-1	0	-1	0	-1	0	-1	0	1	30	10	-1	-1	1041	10	-1	-1	//
43	2	0	23	1171	-1	4	188	-1	0	-1	0	-1	0	-1	0	-1	0	10	20	10	-1	-1	1041	10	-1	-1	//
44	2	0	24	1183	-1	4	200	-1	0	-1	0	-1	0	-1	0	-1	0	1	30	10	-1	-1	1041	10	-1	-1	//
45	2	0	25	1033	-1	4	79	-1	0	-1	0	-1	0	-1	0	-1	0	1	10	10	-1	-1	1041	10	-1	-1	//
51	2	1	26	1046	-1	4	91	-1	0	-1	0	-1	0	-1	0	-1	0	1	20	10	-1	-1	1024	10	-1	-1	//
54	2	1	27	1184	-1	4	201	-1	0	-1	0	-1	0	-1	0	-1	0	1	30	10	-1	-1	1178	10	-1	-1	//
52	2	1	28	1058	-1	4	103	-1	0	-1	0	-1	0	-1	0	-1	0	1	30	10	-1	-1	1036	10	-1	-1	//
55	2	1	29	1185	-1	4	202	-1	0	-1	0	-1	0	-1	0	-1	0	1	30	10	-1	-1	1179	10	-1	-1	//
53	2	1	30	1190	-1	4	207	-1	0	-1	0	-1	0	-1	0	-1	0	10	20	10	-1	-1	1166	10	1167	10	//
61	2	1	31	1047	-1	4	92	-1	0	-1	0	-1	0	-1	0	-1	0	1	20	10	-1	-1	1025	10	-1	-1	//
64	2	1	32	1188	-1	4	205	-1	0	-1	0	-1	0	-1	0	-1	0	1	30	10	-1	-1	1182	10	-1	-1	//
62	2	1	33	1059	-1	4	104	-1	0	-1	0	-1	0	-1	0	-1	0	1	30	10	-1	-1	1037	10	-1	-1	//
65	2	1	34	1189	-1	4	206	-1	0	-1	0	-1	0	-1	0	-1	0	1	30	10	-1	-1	1183	10	-1	-1	//
63	2	1	35	1192	-1	4	209	-1	0	-1	0	-1	0	-1	0	-1	0	10	20	10	-1	-1	1170	10	1171	10	//
20	2	3	36	-1	-1	-1	-1	11	1	31	1	-1	0	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	//
//Line No	Skill group	UI Group	둘중하나선택	Skill ID	BuffIndex	AttributeType	FormulaData Index	Link Slot 1	link1 Line on/off	Link Slot 2	link2 Line on/off	Link Slot 3	link3 Line on/off	Link Slot 4	link4 Line on/off	Link Slot 5	link5 Line on/off	Need Point	MaxPoint	active next slotpoint	ParentSkill(1)	ParentSkill NeedPoint(1)	ParentSkill(2)	ParentSkill NeedPoint(2)	ParentSkill(3)	ParentSkill NeedPoint(3)	
// 4P																											
0	3	0	1	1202	-1	1	235	20	1	1	1	11	1	31	1	-1	1	1	20	10	809	10	-1	-1	-1	-1	//
1	3	0	2	1003	-1	2	46	2	1	-1	1	-1	1	-1	1	-1	1	15	15	10	-1	-1	-1	-1	-1	-1	//
2	3	0	3	1007	-1	2	52	3	1	-1	1	-1	1	-1	1	-1	1	1	20	10	-1	-1	-1	-1	-1	-1	//
3	3	0	4	1008	-1	2	54	4	1	-1	1	-1	1	-1	1	-1	1	10	10	10	-1	-1	-1	-1	-1	-1	//
4	3	0	5	1009	-1	2	60	5	1	-1	1	-1	1	-1	1	-1	1	10	10	10	-1	-1	-1	-1	-1	-1	//
5	3	0	6	1001	-1	2	44	6	1	-1	1	-1	1	-1	1	-1	1	1	20	10	-1	-1	-1	-1	-1	-1	//
6	3	0	7	1020	-1	2	66	-1	1	-1	1	-1	1	-1	1	-1	1	1	20	10	-1	-1	-1	-1	-1	-1	//
11	3	0	37	1024	-1	3	179	21	1	-1	0	-1	0	-1	0	-1	0	1	20	10	-1	-1	-1	-1	-1	-1	//
12	3	0	8	1028	-1	4	74	-1	0	-1	0	-1	0	-1	0	-1	0	1	30	10	-1	-1	1024	10	-1	-1	//
13	3	0	9	1166	-1	4	183	-1	0	-1	0	-1	0	-1	0	-1	0	10	20	10	-1	-1	1024	10	-1	-1	//
15	3	0	10	1172	-1	4	189	-1	0	-1	0	-1	0	-1	0	-1	0	10	20	10	-1	-1	1024	10	-1	-1	//
14	3	0	11	1178	-1	4	195	-1	0	-1	0	-1	0	-1	0	-1	0	1	30	10	-1	-1	1024	10	-1	-1	//
21	3	0	12	1040	-1	4	86	-1	0	-1	0	-1	0	-1	0	-1	0	10	10	10	-1	-1	1024	10	-1	-1	//
22	3	0	13	1036	-1	4	82	-1	0	-1	0	-1	0	-1	0	-1	0	1	30	10	-1	-1	1040	10	-1	-1	//
23	3	0	14	1167	-1	4	184	-1	0	-1	0	-1	0	-1	0	-1	0	10	20	10	-1	-1	1040	10	-1	-1	//
24	3	0	15	1179	-1	4	196	-1	0	-1	0	-1	0	-1	0	-1	0	1	30	10	-1	-1	1040	10	-1	-1	//
25	3	0	16	1032	-1	4	78	-1	0	-1	0	-1	0	-1	0	-1	0	1	10	10	-1	-1	1040	10	-1	-1	//
31	3	0	37	1025	-1	3	180	41	1	-1	0	-1	0	-1	0	-1	0	1	20	10	-1	-1	-1	-1	-1	-1	//
32	3	0	17	1029	-1	4	75	-1	0	-1	0	-1	0	-1	0	-1	0	1	30	10	-1	-1	1025	10	-1	-1	//
33	3	0	18	1170	-1	4	187	-1	0	-1	0	-1	0	-1	0	-1	0	10	20	10	-1	-1	1025	10	-1	-1	//
35	3	0	19	1176	-1	4	193	-1	0	-1	0	-1	0	-1	0	-1	0	10	20	10	-1	-1	1025	10	-1	-1	//
34	3	0	20	1182	-1	4	199	-1	0	-1	0	-1	0	-1	0	-1	0	1	30	10	-1	-1	1025	10	-1	-1	//
41	3	0	21	1041	-1	4	87	-1	0	-1	0	-1	0	-1	0	-1	0	10	10	10	-1	-1	1025	10	-1	-1	//
42	3	0	22	1037	-1	4	83	-1	0	-1	0	-1	0	-1	0	-1	0	1	30	10	-1	-1	1041	10	-1	-1	//
43	3	0	23	1171	-1	4	188	-1	0	-1	0	-1	0	-1	0	-1	0	10	20	10	-1	-1	1041	10	-1	-1	//
44	3	0	24	1183	-1	4	200	-1	0	-1	0	-1	0	-1	0	-1	0	1	30	10	-1	-1	1041	10	-1	-1	//
45	3	0	25	1033	-1	4	79	-1	0	-1	0	-1	0	-1	0	-1	0	1	10	10	-1	-1	1041	10	-1	-1	//
51	3	1	26	1046	-1	4	91	-1	0	-1	0	-1	0	-1	0	-1	0	1	20	10	-1	-1	1024	10	-1	-1	//
54	3	1	27	1184	-1	4	201	-1	0	-1	0	-1	0	-1	0	-1	0	1	30	10	-1	-1	1178	10	-1	-1	//
52	3	1	28	1058	-1	4	103	-1	0	-1	0	-1	0	-1	0	-1	0	1	30	10	-1	-1	1036	10	-1	-1	//
55	3	1	29	1185	-1	4	202	-1	0	-1	0	-1	0	-1	0	-1	0	1	30	10	-1	-1	1179	10	-1	-1	//
53	3	1	30	1190	-1	4	207	-1	0	-1	0	-1	0	-1	0	-1	0	10	20	10	-1	-1	1166	10	1167	10	//
61	3	1	31	1047	-1	4	92	-1	0	-1	0	-1	0	-1	0	-1	0	1	20	10	-1	-1	1025	10	-1	-1	//
64	3	1	32	1188	-1	4	205	-1	0	-1	0	-1	0	-1	0	-1	0	1	30	10	-1	-1	1182	10	-1	-1	//
62	3	1	33	1059	-1	4	104	-1	0	-1	0	-1	0	-1	0	-1	0	1	30	10	-1	-1	1037	10	-1	-1	//
65	3	1	34	1189	-1	4	206	-1	0	-1	0	-1	0	-1	0	-1	0	1	30	10	-1	-1	1183	10	-1	-1	//
63	3	1	35	1192	-1	4	209	-1	0	-1	0	-1	0	-1	0	-1	0	10	20	10	-1	-1	1170	10	1171	10	//
20	3	3	36	-1	-1	-1	-1	11	1	31	1	-1	0	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	//
//Line No	Skill group	UI Group	둘중하나선택	Skill ID	BuffIndex	AttributeType	FormulaData Index	Link Slot 1	link1 Line on/off	Link Slot 2	link2 Line on/off	Link Slot 3	link3 Line on/off	Link Slot 4	link4 Line on/off	Link Slot 5	link5 Line on/off	Need Point	MaxPoint	active next slotpoint	ParentSkill(1)	ParentSkill NeedPoint(1)	ParentSkill(2)	ParentSkill NeedPoint(2)	ParentSkill(3)	ParentSkill NeedPoint(3)	
//5P																											
0	4	0	1	1203	-1	1	236	20	1	1	1	11	1	31	1	-1	1	1	20	10	1501	-1	-1	-1	-1	-1	//
1	4	0	2	1002	-1	2	45	2	1	-1	1	-1	1	-1	1	-1	1	15	15	10	-1	-1	-1	-1	-1	-1	//
2	4	0	3	1007	-1	2	51	3	1	-1	1	-1	1	-1	1	-1	1	1	20	10	-1	-1	-1	-1	-1	-1	//
3	4	0	4	1008	-1	2	54	4	1	-1	1	-1	1	-1	1	-1	1	1	10	10	-1	-1	-1	-1	-1	-1	//
4	4	0	5	1010	-1	2	61	5	1	-1	1	-1	1	-1	1	-1	1	10	10	10	-1	-1	-1	-1	-1	-1	//
5	4	0	6	1001	-1	2	44	6	1	-1	1	-1	1	-1	1	-1	1	1	20	10	-1	-1	-1	-1	-1	-1	//
6	4	0	7	1020	-1	2	244	-1	1	-1	1	-1	1	-1	1	-1	1	1	20	10	-1	-1	-1	-1	-1	-1	//
11	4	0	37	1024	-1	3	179	21	1	-1	0	-1	0	-1	0	-1	0	1	20	10	-1	-1	-1	-1	-1	-1	//
12	4	0	8	1028	-1	4	74	-1	0	-1	0	-1	0	-1	0	-1	0	1	30	10	-1	-1	1024	10	-1	-1	//
13	4	0	9	1166	-1	4	183	-1	0	-1	0	-1	0	-1	0	-1	0	10	20	10	-1	-1	1024	10	-1	-1	//
15	4	0	10	1172	-1	4	189	-1	0	-1	0	-1	0	-1	0	-1	0	10	20	10	-1	-1	1024	10	-1	-1	//
14	4	0	11	1178	-1	4	195	-1	0	-1	0	-1	0	-1	0	-1	0	1	30	10	-1	-1	1024	10	-1	-1	//
21	4	0	12	1040	-1	4	86	-1	0	-1	0	-1	0	-1	0	-1	0	10	10	10	-1	-1	1024	10	-1	-1	//
22	4	0	13	1036	-1	4	82	-1	0	-1	0	-1	0	-1	0	-1	0	1	30	10	-1	-1	1040	10	-1	-1	//
23	4	0	14	1167	-1	4	184	-1	0	-1	0	-1	0	-1	0	-1	0	10	20	10	-1	-1	1040	10	-1	-1	//
24	4	0	15	1179	-1	4	196	-1	0	-1	0	-1	0	-1	0	-1	0	1	30	10	-1	-1	1040	10	-1	-1	//
25	4	0	16	1032	-1	4	78	-1	0	-1	0	-1	0	-1	0	-1	0	1	10	10	-1	-1	1040	10	-1	-1	//
31	4	0	37	1026	-1	3	181	41	1	-1	0	-1	0	-1	0	-1	0	1	20	10	-1	-1	-1	-1	-1	-1	//
32	4	0	17	1030	-1	4	76	-1	0	-1	0	-1	0	-1	0	-1	0	1	30	10	-1	-1	1026	10	-1	-1	//
33	4	0	18	1168	-1	4	185	-1	0	-1	0	-1	0	-1	0	-1	0	10	20	10	-1	-1	1026	10	-1	-1	//
35	4	0	19	1174	-1	4	191	-1	0	-1	0	-1	0	-1	0	-1	0	10	20	10	-1	-1	1026	10	-1	-1	//
34	4	0	20	1180	-1	4	197	-1	0	-1	0	-1	0	-1	0	-1	0	1	30	10	-1	-1	1026	10	-1	-1	//
41	4	0	21	1042	-1	4	88	-1	0	-1	0	-1	0	-1	0	-1	0	10	10	10	-1	-1	1026	10	-1	-1	//
42	4	0	22	1038	-1	4	84	-1	0	-1	0	-1	0	-1	0	-1	0	1	30	10	-1	-1	1042	10	-1	-1	//
43	4	0	23	1169	-1	4	186	-1	0	-1	0	-1	0	-1	0	-1	0	10	20	10	-1	-1	1042	10	-1	-1	//
44	4	0	24	1181	-1	4	198	-1	0	-1	0	-1	0	-1	0	-1	0	1	30	10	-1	-1	1042	10	-1	-1	//
45	4	0	25	1034	-1	4	80	-1	0	-1	0	-1	0	-1	0	-1	0	1	10	10	-1	-1	1042	10	-1	-1	//
51	4	1	26	1046	-1	4	91	-1	0	-1	0	-1	0	-1	0	-1	0	1	20	10	-1	-1	1024	10	-1	-1	//
54	4	1	27	1184	-1	4	201	-1	0	-1	0	-1	0	-1	0	-1	0	1	30	10	-1	-1	1178	10	-1	-1	//
52	4	1	28	1058	-1	4	103	-1	0	-1	0	-1	0	-1	0	-1	0	1	30	10	-1	-1	1036	10	-1	-1	//
55	4	1	29	1185	-1	4	202	-1	0	-1	0	-1	0	-1	0	-1	0	1	30	10	-1	-1	1179	10	-1	-1	//
53	4	1	30	1190	-1	4	207	-1	0	-1	0	-1	0	-1	0	-1	0	10	20	10	-1	-1	1166	10	1167	10	//
61	4	1	31	1048	-1	4	93	-1	0	-1	0	-1	0	-1	0	-1	0	1	20	10	-1	-1	1026	10	-1	-1	//
64	4	1	32	1186	-1	4	203	-1	0	-1	0	-1	0	-1	0	-1	0	1	30	10	-1	-1	1180	10	-1	-1	//
62	4	1	33	1060	-1	4	105	-1	0	-1	0	-1	0	-1	0	-1	0	1	30	10	-1	-1	1038	10	-1	-1	//
65	4	1	34	1187	-1	4	204	-1	0	-1	0	-1	0	-1	0	-1	0	1	30	10	-1	-1	1181	10	-1	-1	//
63	4	1	35	1191	-1	4	208	-1	0	-1	0	-1	0	-1	0	-1	0	10	20	10	-1	-1	1168	10	1169	10	//
20	4	3	36	-1	-1	-1	-1	11	1	31	1	-1	0	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	//
//Line No	Skill group	UI Group	둘중하나선택	Skill ID	BuffIndex	AttributeType	FormulaData Index	Link Slot 1	link1 Line on/off	Link Slot 2	link2 Line on/off	Link Slot 3	link3 Line on/off	Link Slot 4	link4 Line on/off	Link Slot 5	link5 Line on/off	Need Point	MaxPoint	active next slotpoint	ParentSkill(1)	ParentSkill NeedPoint(1)	ParentSkill(2)	ParentSkill NeedPoint(2)	ParentSkill(3)	ParentSkill NeedPoint(3)	
//6P																											
0	5	0	1	1204	-1	1	237	20	1	1	1	11	1	31	1	-1	1	1	20	10	806	10	-1	-1	-1	-1	//
1	5	0	2	1205	-1	2	238	2	1	-1	1	-1	1	-1	1	-1	1	1	15	10	-1	-1	-1	-1	-1	-1	//
2	5	0	3	1206	-1	2	239	3	1	-1	1	-1	1	-1	1	-1	1	1	20	10	-1	-1	-1	-1	-1	-1	//
3	5	0	4	1207	-1	2	240	4	1	-1	1	-1	1	-1	1	-1	1	1	10	10	-1	-1	-1	-1	-1	-1	//
4	5	0	5	1208	-1	2	241	5	1	-1	1	-1	1	-1	1	-1	1	1	10	10	-1	-1	-1	-1	-1	-1	//
5	5	0	6	1209	-1	2	242	6	1	-1	1	-1	1	-1	1	-1	1	1	20	10	-1	-1	-1	-1	-1	-1	//
6	5	0	7	1210	-1	2	243	-1	1	-1	1	-1	1	-1	1	-1	1	1	20	10	-1	-1	-1	-1	-1	-1	//
//Line No	Skill group	UI Group	둘중하나선택	Skill ID	BuffIndex	AttributeType	FormulaData Index	Link Slot 1	link1 Line on/off	Link Slot 2	link2 Line on/off	Link Slot 3	link3 Line on/off	Link Slot 4	link4 Line on/off	Link Slot 5	link5 Line on/off	Need Point	MaxPoint	active next slotpoint	ParentSkill(1)	ParentSkill NeedPoint(1)	ParentSkill(2)	ParentSkill NeedPoint(2)	ParentSkill(3)	ParentSkill NeedPoint(3)	
//7P																											
0	6	2	0	1125	-1	1	139	1	1	-1	1	-1	1	-1	1	-1	1	10	10	10	-1	-1	-1	-1	-1	-1	//
1	6	2	4	1199	-1	4	218	2	1	-1	1	-1	1	-1	1	-1	1	10	20	10	-1	-1	-1	-1	-1	-1	//
2	6	2	1	1129	-1	4	143	3	1	-1	1	-1	1	-1	1	-1	1	1	20	10	-1	-1	-1	-1	-1	-1	//
3	6	2	2	1133	-1	4	147	4	1	-1	1	-1	1	-1	1	-1	1	10	10	10	-1	-1	-1	-1	-1	-1	//
4	6	2	3	1196	-1	4	215	-1	1	-1	1	-1	1	-1	1	-1	1	1	20	10	-1	-1	-1	-1	-1	-1	//
10	6	2	5	1126	-1	1	140	11	1	-1	1	-1	1	-1	1	-1	1	10	10	10	-1	-1	-1	-1	-1	-1	//
11	6	2	9	1200	-1	4	219	12	1	-1	1	-1	1	-1	1	-1	1	10	20	10	-1	-1	-1	-1	-1	-1	//
12	6	2	6	1130	-1	4	144	13	1	-1	1	-1	1	-1	1	-1	1	1	20	10	-1	-1	-1	-1	-1	-1	//
13	6	2	7	1134	-1	4	148	14	1	-1	1	-1	1	-1	1	-1	1	10	10	10	-1	-1	-1	-1	-1	-1	//
14	6	2	8	1197	-1	4	216	-1	1	-1	1	-1	1	-1	1	-1	1	1	20	10	-1	-1	-1	-1	-1	-1	//
