//가이드와 스페셜 퀘스트의 챕터, 제목, 받을때, 진행중, 완료 대사를 입력하며 공통으로 받을 때 에러용 대사가 준비되어야 한다.				
//QuestStringIndex	QuestString	StringType	Quest Index	//QuestChapter
350	이벤트맵에서 블러드캐슬에 참여하여 성문을 1회 파괴하고 돌아오세요.	3	54	//3
351	Thank you.	4	54	//3
352	블러드캐슬에서 성문을 1회 파괴하고 돌아오세요.	5	54	//3
353	블러드캐슬 1회 클리어!	1	55	//3
354	블러드캐슬에서 살아남는 것은 자신의 수련 성과가 매우 뛰어나다는 것을 증명합니다. (700~799)	2	55	//3
355	블러드 캐슬 4레벨에 도전하셔서 대천사의 임무를 완수하십시오. 그리고 저를 찾아오시면 영혼의 보석 1개를 보상으로 드리겠습니다. 단, 블러드 캐슬 4레벨에서만 수행이 가능하다는 점 명심하십시오.	2	55	//3
356	이벤트맵에서 블러드캐슬을 클리어하고 오세요.	3	55	//3
357	Thank you.	4	55	//3
358	블러드캐슬을 1회 클리어하고 돌아오세요.	5	55	//3
359	블러드캐슬 경기에 필요한 필수품 챙기기	1	56	//3
360	You came quickly. I will give you a simple mission to get the items you need for the event. (800~899)	2	56	//3
361	타르칸 2레벨에 있는 탄탈로스들이 여행자들에게 큰 해를 입히고 있다고 합니다. 타르칸 2레벨로 가셔서 탄탈로스 100마리를 퇴치해주십시오. 완료를 하신 후에 저에게 오시면 투명망토 + 5을 보상으로 지급해드리겠습니다. 지금 레벨에 혼자서 그 몬스터를 잡는 것은 위험하니 파티를 맺고 퇴치를 하시는 것이 빠를 것입니다.	2	56	//3
362	타르칸 2레벨에 있는 탄탈로스를 처치하고 돌아 오세요.	3	56	//3
363	Thank you. We will give you a reward.	4	56	//3
364	타르칸 2레벨에 있는 탄탈로스 몬스터를 처치하고 필수품을 지급 받습니다.	5	56	//3
365	블러드캐슬에서 성문파괴 1회!	1	57	//3
366	블러드캐슬에 도전한다는 것은 자신의 한계를 시험하는 것과 마찬가지 입니다. (800~899)	2	57	//3
367	블러드 캐슬 5레벨에 도전하셔서 성문을 파괴를 하시고 저에게 오시면 영혼의 보석 1개를 보상으로 드리겠습니다. 단, 블러드 캐슬 5레벨에서만 수행이 가능하다는 점 명심하십시오.	2	57	//3
368	이벤트맵에서 블러드캐슬에 참여하여 성문을 1회 파괴하고 돌아오세요.	3	57	//3
369	Thank you.	4	57	//3
370	블러드캐슬에서 성문을 1회 파괴하고 돌아오세요.	5	57	//3
371	블러드캐슬 1회 클리어!	1	58	//3
372	블러드캐슬에서 살아남는 것은 자신의 수련 성과가 매우 뛰어나다는 것을 증명합니다. (800~899)	2	58	//3
373	블러드 캐슬 5레벨에 도전하셔서 대천사의 임무를 완수하십시오. 그리고 저를 찾아오시면 축복의 보석 1개를 보상으로 드리겠습니다. 단, 블러드 캐슬 5레벨에서만 수행이 가능하다는 점 명심하십시오.	2	58	//3
374	이벤트맵에서 블러드캐슬을 클리어하고 오세요.	3	58	//3
375	Thank you.	4	58	//3
376	블러드캐슬을 1회 클리어하고 돌아오세요.	5	58	//3
377	블러드캐슬 경기에 필요한 필수품 챙기기	1	59	//3
378	You came quickly. I will give you a simple mission to get the items you need for the event. (900~999)	2	59	//3
379	이카루스에 있는 팬텀나이트들이 여행자들에게 큰 해를 입히고 있다고 합니다. 이카루스로 가셔서 팬텀나이트 100마리를 퇴치해주십시오. 완료를 하신 후에 저에게 오시면 투명망토 + 6을 보상으로 지급해드리겠습니다. 지금 레벨에 혼자서 그 몬스터를 잡는 것은 위험하니 파티를 맺고 퇴치를 하시는 것이 빠를 것입니다.	2	59	//3
380	이카루스에 있는 팬텀나이트를 처치하고 돌아 오세요.	3	59	//3
381	Thank you. We will give you a reward.	4	59	//3
382	이카루스에 있는 팬텀나이트 몬스터를 처치하고 필수품을 지급 받습니다.	5	59	//3
383	블러드캐슬에서 성문파괴 1회!	1	60	//3
384	블러드캐슬에 도전한다는 것은 자신의 한계를 시험하는 것과 마찬가지 입니다. (900~999)	2	60	//3
385	블러드 캐슬 6레벨에 도전하셔서 성문만이라도 파괴를 하시고 저에게 오시면 축복의 보석 1개를 보상으로 드리겠습니다. 단, 블러드 캐슬 6레벨에서만 수행이 가능하다는 점 명심하십시오.	2	60	//3
386	이벤트맵에서 블러드캐슬에 참여하여 성문을 1회 파괴하고 돌아오세요.	3	60	//3
387	Thank you.	4	60	//3
388	블러드캐슬에서 성문을 1회 파괴하고 돌아오세요.	5	60	//3
389	블러드캐슬 1회 클리어!	1	61	//3
390	블러드캐슬에서 살아남는 것은 자신의 수련 성과가 매우 뛰어나다는 것을 증명합니다. (900~999)	2	61	//3
391	블러드 캐슬 6레벨에 도전하셔서 대천사의 임무를 완수하십시오. 그리고 저를 찾아오시면 생명의 보석 1개를 보상으로 드리겠습니다. 단, 블러드 캐슬 6레벨에서만 수행이 가능하다는 점 명심하십시오.	2	61	//3
392	이벤트맵에서 블러드캐슬을 클리어하고 오세요.	3	61	//3
393	Thank you.	4	61	//3
394	블러드캐슬을 1회 클리어하고 돌아오세요.	5	61	//3
395	블러드캐슬 경기에 필요한 필수품 챙기기	1	62	//3
396	You came quickly. I will give you a simple mission to get the items you need for the event. (1000~1250)	2	62	//3
397	칸투르 유적에 있는 트윈테일들이 여행자들에게 큰 해를 입히고 있다고 합니다. 칸투르 유적으로 가셔서 트윈테일 100마리를 퇴치해주십시오. 완료를 하신 후에 저에게 오시면 투명망토 + 7을 보상으로 지급해드리겠습니다. 지금 레벨에 혼자서 그 몬스터를 잡는 것은 위험하니 파티를 맺고 퇴치를 하시는 것이 빠를 것입니다.	2	62	//3
398	칸투르 유적에 있는 트윈테일를 처치하고 돌아 오세요.	3	62	//3
399	Thank you. We will give you a reward.	4	62	//3
400	칸투르 유적에 있는 트윈테일 몬스터를 처치하고 필수품을 지급 받습니다.	5	62	//3
401	블러드캐슬에서 성문파괴 1회!	1	63	//3
402	블러드캐슬에 도전한다는 것은 자신의 한계를 시험하는 것과 마찬가지 입니다. (1000~1250)	2	63	//3
403	블러드 캐슬 7레벨에 도전하셔서 성문만이라도 파괴를 하시고 저에게 오시면 영혼의 보석 2개를 보상으로 드리겠습니다. 단, 블러드 캐슬 7레벨에서만 수행이 가능하다는 점 명심하십시오.	2	63	//3
404	이벤트맵에서 블러드캐슬에 참여하여 성문을 1회 파괴하고 돌아오세요.	3	63	//3
405	Thank you.	4	63	//3
406	블러드캐슬에서 성문을 1회 파괴하고 돌아오세요.	5	63	//3
407	블러드캐슬 1회 클리어!	1	64	//3
408	블러드캐슬에서 살아남는 것은 자신의 수련 성과가 매우 뛰어나다는 것을 증명합니다. (1000~1250)	2	64	//3
409	블러드 캐슬 7레벨에 도전하셔서 대천사의 임무를 완수하십시오. 그리고 저를 찾아오시면 축복의 보석 2개를 보상으로 드리겠습니다. 단, 블러드 캐슬 7레벨에서만 수행이 가능하다는 점 명심하십시오.	2	64	//3
410	이벤트맵에서 블러드캐슬을 클리어하고 오세요.	3	64	//3
411	Thank you.	4	64	//3
412	블러드캐슬을 1회 클리어하고 돌아오세요.	5	64	//3
413	악마의 광장 퀘스트 (50~399) Listen to the description.	1	65	//4
414	숨겨진 수련의 장소인 악마의 광장에 대해서 들어보셨습니까? 그곳에서는 여행자님을 빠르게 단련 시켜드리기에 적당한 곳입니다. 한번 이야기를 들어보고 참여해보시겠습니까?(50~399)	2	65	//4
415	악마의 광장은 원래 요정의 어머니인 지하요정 아리아에 의해서 만들어진 요정의 나무가 서있던 자리였습니다. 요정의 나무는 일정 시간마다 요정을 탄생시키는 능력을 가진 나무였습니다. 선신 루가드의 눈을 속이고 요정의 나무가 있는 노리아에 나타난 악신 세크네움.	2	65	//4
416	그는 요정의 나무가 가진 능력인 탄생의 능력을 탐하여 요정의 나무를 타락시키고, 배덕의 생명인 몬스터를 탄생시키는 배덕의 나무로 만들어 버렸습니다.  몬스터들의 대군이 기하급수적으로 늘어나자 뮤 대륙의 왕국들은 연합군을 조직하여 배덕의 나무를 무의 공간에 가두게 되었습니다.	2	65	//4
417	하지만 배덕의 나무가 사라진 공간에서 일정 시간마다 몬스터들은 계속 나타나자 배덕의 나무가 있었던 노리아의 요정의 여왕은 고심 끝에 그 곳에 여행자들의 수련을 목적으로 하는 수련장으로 만들어 몬스터 퇴치와 여행자들이 수련하는 장소로 만들게 되었습니다.	2	65	//4
418	악마의 광장의 참여 방법은 매우 간단합니다. 새벽 3시부터 매 4시간 간격(AM 3:00, AM 7:00, AM 11:00, PM 15:00, PM 19:00, PM 23:00)으로 진행이 됩니다. 참여 방법은 악마의 광장이 진행되기 5분전에 여행자님의 레벨에 맞는 데빌스퀘어초대권를 가지고 이벤트맵 광장의 '카론'을 찾아가셔서 참여 신청을 하시면 '카론'이 악마의 광장으로 보내드립니다. 	2	65	//4
419	입장을 하시면 대기 시간이 약 1분 정도 있습니다. 이 시간이 흐른 후 몬스터들이 나타나게 됩니다. 몬스터들의 공격은 10분간 이루어지며, 몬스터를 처치하실 때마다 포인트를 획득하실 수 있습니다. 그리고 포인트를 많이 획득하여 높은 포인트를 쌓게 되면 약간의 보상이 주어집니다.	2	65	//4
420	악마의 광장은 강력하고 많은 몬스터들이 리젠되기 때문에 몬스터들이 나타나기 전에 같이 참여하는 여행자들과 파티를 맺고 진행을 하셔야만 생존율을 높일 수 있습니다.	2	65	//4
421	긴 설명 들어주셔서 감사합니다. 보상을 드리겠습니다.	4	65	//4
422	악마의 광장에 대한 설명을 듣습니다. 	5	65	//4
423	악마의 광장 경기에 필요한 필수품 챙기기	1	66	//4
424	You came quickly. I will give you a simple mission to get the items you need for the event. (50~399)	2	66	//4
425	엘베란드에 흑마법과 저주로 주민을 괴롭히는 저주 받은 리치들 때문에 골치를 썩고 있다고 합니다. 그 저주 받은 리치 40마리 정도만 퇴치를 하시고 저에게 오시면 데빌스퀘어초대권 + 1을 드리겠습니다. 동료들과 함께 퇴치하는 것이 빠를 것입니다."	2	66	//4
426	엘베란드에 흑마법과 저주로 주민을 괴롭히는 저주 받은 리치를 처치하고 돌아 오세요.	3	66	//4
427	Thank you. We will give you a reward.	4	66	//4
428	엘베란드에 흑마법과 저주로 주민을 괴롭히는 저주 받은 리치를 처치하고 필수품을 지급 받습니다.	5	66	//4
429	악마의 광장에서 포인트 50획득!	1	67	//4
430	악마의 광장에 도전한다는 것은 자신의 한계를 시험하는 것과 마찬가지 입니다. (50~399)	2	67	//4
431	악마의 광장 1레벨에 도전하셔서 50포인트를 획득하고 저에게 오시면 10만 젠을 보상으로 드리겠습니다. 단, 악마의 광장 1레벨에서만 수행이 가능하다는 점 명심하십시오. 또한 포인트는 몬스터 퇴치 시 2포인트씩 획득하실 수 있습니다."	2	67	//4
432	이벤트맵에서 악마의 광장에 참여하여 포인트 50을 획득하고 돌아오세요.	3	67	//4
433	Thank you.	4	67	//4
434	악마의 광장에서 포인트 50을 획득하고 돌아오세요.	5	67	//4
435	악마의 광장 1회 클리어!	1	68	//4
436	악마의 광장에서 살아남는 것은 자신의 수련 성과가 매우 뛰어나다는 것을 증명합니다. (50~399)	2	68	//4
437	악마의 광장 1레벨에 도전하셔서 몬스터를 퇴치하시면서 정해진 시간을 채우고 오십시오. 그리고 저를 찾아오시면 경험치 10만과 20만 젠을 보상으로 드리겠습니다. 단, 악마의 광장 1레벨에서만 수행이 가능하다는 점 명심하십시오."	2	68	//4
438	이벤트맵에서 악마의 광장을 클리어하고 오세요.	3	68	//4
439	Thank you.	4	68	//4
440	악마의 광장을 1회 클리어하고 돌아오세요.	5	68	//4
441	악마의 광장 퀘스트 (400~599) Listen to the description.	1	69	//4
442	숨겨진 수련의 장소인 악마의 광장에 대해서 들어보셨습니까? 그곳에서는 여행자님을 빠르게 단련 시켜드리기에 적당한 곳입니다. 한번 이야기를 들어보고 참여해보시겠습니까?(50~399)	2	69	//4
443	악마의 광장은 원래 요정의 어머니인 지하요정 아리아에 의해서 만들어진 요정의 나무가 서있던 자리였습니다. 요정의 나무는 일정 시간마다 요정을 탄생시키는 능력을 가진 나무였습니다. 선신 루가드의 눈을 속이고 요정의 나무가 있는 노리아에 나타난 악신 세크네움.	2	69	//4
444	그는 요정의 나무가 가진 능력인 탄생의 능력을 탐하여 요정의 나무를 타락시키고, 배덕의 생명인 몬스터를 탄생시키는 배덕의 나무로 만들어 버렸습니다.  몬스터들의 대군이 기하급수적으로 늘어나자 뮤 대륙의 왕국들은 연합군을 조직하여 배덕의 나무를 무의 공간에 가두게 되었습니다.	2	69	//4
445	하지만 배덕의 나무가 사라진 공간에서 일정 시간마다 몬스터들은 계속 나타나자 배덕의 나무가 있었던 노리아의 요정의 여왕은 고심 끝에 그 곳에 여행자들의 수련을 목적으로 하는 수련장으로 만들어 몬스터 퇴치와 여행자들이 수련하는 장소로 만들게 되었습니다.	2	69	//4
446	악마의 광장의 참여 방법은 매우 간단합니다. 새벽 3시부터 매 4시간 간격(AM 3:00, AM 7:00, AM 11:00, PM 15:00, PM 19:00, PM 23:00)으로 진행이 됩니다. 참여 방법은 악마의 광장이 진행되기 5분전에 여행자님의 레벨에 맞는 데빌스퀘어초대권를 가지고 이벤트맵 광장의 '카론'을 찾아가셔서 참여 신청을 하시면 '카론'이 악마의 광장으로 보내드립니다. 	2	69	//4
447	입장을 하시면 대기 시간이 약 1분 정도 있습니다. 이 시간이 흐른 후 몬스터들이 나타나게 됩니다. 몬스터들의 공격은 10분간 이루어지며, 몬스터를 처치하실 때마다 포인트를 획득하실 수 있습니다. 그리고 포인트를 많이 획득하여 높은 포인트를 쌓게 되면 약간의 보상이 주어집니다.	2	69	//4
448	악마의 광장은 강력하고 많은 몬스터들이 리젠되기 때문에 몬스터들이 나타나기 전에 같이 참여하는 여행자들과 파티를 맺고 진행을 하셔야만 생존율을 높일 수 있습니다.	2	69	//4
449	긴 설명 들어주셔서 감사합니다. 보상을 드리겠습니다.	4	69	//4
450	악마의 광장에 대한 설명을 듣습니다. 	5	69	//4
451	악마의 광장 경기에 필요한 필수품 챙기기	1	70	//4
452	You came quickly. I will give you a simple mission to get the items you need for the event. (400~599)	2	70	//4
453	로스트 타워에서 악의 힘으로 움직이는 데쓰 카우들의 움직임이 심상치 않다고 합니다. 데쓰 카우 60마리 정도만 퇴치를 하시고 저에게 오시면 데빌스퀘어초대권 + 2를 보상으로 드리겠습니다. 믿을 만한 동료들과 함께 임무를 해결하시는 것이 빠를 것입니다.	2	70	//4
454	로스트 타워에서 악의 힘으로 움직이는 데쓰 카우를 처치하고 돌아 오세요.	3	70	//4
455	Thank you. We will give you a reward.	4	70	//4
456	로스트 타워에서 악의 힘으로 움직이는 데쓰 카우 몬스터를 처치하고 필수품을 지급 받습니다.	5	70	//4
457	악마의 광장에서 포인트 100획득!	1	71	//4
458	악마의 광장에 도전한다는 것은 자신의 한계를 시험하는 것과 마찬가지 입니다. (400~599)	2	71	//4
459	제가 내어드리는 시험은 악마의 광장 2레벨에 도전하셔서 100포인트를 획득하시는 것입니다. 완료 하시고 저에게 오시면 20만 젠을 보상으로 드리겠습니다. 단, 악마의 광장 2레벨에서만 수행이 가능하다는 점 명심하십시오.  또한 포인트는 몬스터 퇴치 시 2포인트씩 획득하실 수 있습니다.	2	71	//4
460	이벤트맵에서 악마의 광장에 참여하여 포인트 100을 획득하고 돌아오세요.	3	71	//4
461	Thank you.	4	71	//4
462	악마의 광장에서 포인트 100을 획득하고 돌아오세요.	5	71	//4
463	악마의 광장 1회 클리어!	1	72	//4
464	악마의 광장에서 살아남는 것은 자신의 수련 성과가 매우 뛰어나다는 것을 증명합니다. (400~599)	2	72	//4
465	마의 광장 2레벨에 도전하셔서 몬스터를 퇴치하시면서 정해진 시간을 채우고 오십시오. 그리고 저를 찾아오시면 경험치 40만과 30만 젠을 보상으로 드리겠습니다. 단, 악마의 광장 2레벨에서만 수행이 가능하다는 점 명심하십시오.	2	72	//4
466	이벤트맵에서 악마의 광장을 클리어하고 오세요.	3	72	//4
467	Thank you.	4	72	//4
468	악마의 광장을 1회 클리어하고 돌아오세요.	5	72	//4
469	악마의 광장 경기에 필요한 필수품 챙기기	1	73	//4
470	You came quickly. I will give you a simple mission to get the items you need for the event. (600~699)	2	73	//4
471	이카루스에서 알카모스의 객체수가 증가하여 여행자들이 많은 불편을 겪고 있다고 합니다. 이카루스로 가셔서 알카모스 80마리를 퇴치해주십시오. 완료를 하신 후에 저에게 오시면 데빌스퀘어초대권 + 3을 보상으로 드리겠습니다. 강력한 몬스터이기 때문에 동료들과 함께 퇴치하시는 것이 좋을 것입니다.	2	73	//4
472	이카루스에서 알카모스를 처치하고 돌아 오세요.	3	73	//4
473	Thank you. We will give you a reward.	4	73	//4
474	이카루스에서 알카모스 몬스터를 처치하고 필수품을 지급 받습니다.	5	73	//4
475	악마의 광장에서 포인트 130획득!	1	74	//4
476	악마의 광장에 도전한다는 것은 자신의 한계를 시험하는 것과 마찬가지 입니다. (600~699)	2	74	//4
477	제가 내어드리는 시험은 악마의 광장 3레벨에 도전하셔서 130포인트를 획득하시는 것입니다. 완료 하시고 저에게 오시면 경험치 80만, 50만 젠을 보상으로 드리겠습니다. 단, 악마의 광장 3레벨에서만 수행이 가능하다는 점 명심하십시오. 또한 포인트는 몬스터 퇴치 시 2포인트씩 획득하실 수 있습니다.	2	74	//4
478	이벤트맵에서 악마의 광장에 참여하여 포인트 130을 획득하고 돌아오세요.	3	74	//4
479	Thank you.	4	74	//4
480	악마의 광장에서 포인트 130을 획득하고 돌아오세요.	5	74	//4
481	악마의 광장 1회 클리어!	1	75	//4
482	악마의 광장에서 살아남는 것은 자신의 수련 성과가 매우 뛰어나다는 것을 증명합니다. (600~699)	2	75	//4
483	악마의 광장 3레벨에 도전하셔서 몬스터를 퇴치하시면서 정해진 시간을 채우고 오십시오. 그리고 저를 찾아오시면 경험치 100만, 혼돈의 보석 1개를 보상으로 드리겠습니다. 단, 악마의 광장 3레벨에서만 수행이 가능하다는 점 명심하십시오.	2	75	//4
484	이벤트맵에서 악마의 광장을 클리어하고 오세요.	3	75	//4
485	Thank you.	4	75	//4
486	악마의 광장을 1회 클리어하고 돌아오세요.	5	75	//4
487	악마의 광장 경기에 필요한 필수품 챙기기	1	76	//4
488	You came quickly. I will give you a simple mission to get the items you need for the event. (700~799)	2	76	//4
489	타르칸에서 아이언 휠이 몰려다니면서 여행자들을 습격하는 일이 보라 발생을 하고 있습니다. 타르칸으로 가셔서 아이언 휠 100마리를 퇴치해주십시오. 완료를 하신 후에 저에게 오시면 데빌스퀘어초대권 + 4를 보상으로 드리겠습니다. 강력한 몬스터이기 때문에 동료들과 함께 퇴치하시는 것이 좋을 것입니다.	2	76	//4
490	타르칸에서 아이언 휠을 처치하고 돌아 오세요.	3	76	//4
491	Thank you. We will give you a reward.	4	76	//4
492	타르칸에서 아이언 휠 몬스터를 처치하고 필수품을 지급 받습니다.	5	76	//4
493	악마의 광장에서 포인트 160획득!	1	77	//4
494	악마의 광장에 도전한다는 것은 자신의 한계를 시험하는 것과 마찬가지 입니다. (700~799)	2	77	//4
495	제가 내어드리는 시험은 악마의 광장 4레벨에 도전하셔서 160포인트를 획득하시는 것입니다. 완료 하시고 저에게 오시면 혼돈의 보석 1개, 50만 젠을 보상으로 드리겠습니다. 단, 악마의 광장 4레벨에서만 수행이 가능하다는 점 명심하십시오. 또한 포인트는 몬스터 퇴치 시 2포인트씩 획득하실 수 있습니다.	2	77	//4
496	이벤트맵에서 악마의 광장에 참여하여 포인트 160을 획득하고 돌아오세요.	3	77	//4
497	Thank you.	4	77	//4
498	악마의 광장에서 포인트 160을 획득하고 돌아오세요.	5	77	//4
499	악마의 광장 1회 클리어!	1	78	//4
500	악마의 광장에서 살아남는 것은 자신의 수련 성과가 매우 뛰어나다는 것을 증명합니다. (700~799)	2	78	//4
501	악마의 광장 4레벨에 도전하셔서 몬스터를 퇴치하시면서 정해진 시간을 채우고 오십시오. 그리고 저를 찾아오시면 영혼의 보석 1개를 보상으로 드리겠습니다. 단, 악마의 광장 4레벨에서만 수행이 가능하다는 점 명심하십시오.	2	78	//4
502	이벤트맵에서 악마의 광장을 클리어하고 오세요.	3	78	//4
503	Thank you.	4	78	//4
504	악마의 광장을 1회 클리어하고 돌아오세요.	5	78	//4
505	악마의 광장 경기에 필요한 필수품 챙기기	1	79	//4
506	You came quickly. I will give you a simple mission to get the items you need for the event. (800~899)	2	79	//4
507	타르칸에서 빔 나이트들이 무엇인가 꾸미고 있다고 합니다. 타르칸 2지역으로 가셔서 빔 나이트 100마리를 퇴치해주십시오. 완료를 하신 후에 저에게 오시면 데빌스퀘어초대권 + 5를 보상으로 드리겠습니다. 강한 몬스터이기 때문에 동료들과 함께 퇴치하시는 것이 좋을 것입니다."	2	79	//4
508	타르칸에서 빔 나이트를 처치하고 돌아 오세요.	3	79	//4
509	Thank you. We will give you a reward.	4	79	//4
510	타르칸에서 빔 나이트 몬스터를 처치하고 필수품을 지급 받습니다.	5	79	//4
511	악마의 광장에서 포인트 190획득!	1	80	//4
512	악마의 광장에 도전한다는 것은 자신의 한계를 시험하는 것과 마찬가지 입니다. (800~899)	2	80	//4
513	제가 내어드리는 시험은 악마의 광장 5레벨에 도전하셔서 190포인트를 획득하시는 것입니다. 완료 하시고 저에게 오시면 영혼의 보석 1개를 보상으로 드리겠습니다. 단, 악마의 광장 5레벨에서만 수행이 가능하다는 점 명심하십시오. 또한 포인트는 몬스터 퇴치 시 2포인트씩 획득하실 수 있습니다.	2	80	//4
514	이벤트맵에서 악마의 광장에 참여하여 포인트 190을 획득하고 돌아오세요.	3	80	//4
515	Thank you.	4	80	//4
516	악마의 광장에서 포인트 190을 획득하고 돌아오세요.	5	80	//4
517	악마의 광장 1회 클리어!	1	81	//4
518	악마의 광장에서 살아남는 것은 자신의 수련 성과가 매우 뛰어나다는 것을 증명합니다. (800~899)	2	81	//4
519	악마의 광장 5레벨에 도전하셔서 몬스터를 퇴치하시면서 정해진 시간을 채우고 오십시오. 그리고 저를 찾아오시면 축복의 보석 1개를 보상으로 드리겠습니다. 단, 악마의 광장 5레벨에서만 수행이 가능하다는 점 명심하십시오.	2	81	//4
520	이벤트맵에서 악마의 광장을 클리어하고 오세요.	3	81	//4
521	Thank you.	4	81	//4
522	악마의 광장을 1회 클리어하고 돌아오세요.	5	81	//4
523	악마의 광장 경기에 필요한 필수품 챙기기	1	82	//4
524	You came quickly. I will give you a simple mission to get the items you need for the event. (900~999)	2	82	//4
525	라클리온과 데비아스를 분리하기 위해 형성된 결계를 아이스 워커가 공격을 하여 약해지고 있다고 합니다. 라클리온으로 가셔서 아이스 워커 120마리를 퇴치해주십시오. 완료를 하신 후에 저에게 오시면 데빌스퀘어초대권 + 6을 보상으로 드리겠습니다. 강력한 몬스터이기 때문에 동료들과 함께 퇴치하시는 것이 좋을 것입니다.	2	82	//4
526	라클리온에서 아이스 워커를 처치하고 돌아 오세요.	3	82	//4
527	Thank you. We will give you a reward.	4	82	//4
528	라클리온에서 아이스 워커 몬스터를 처치하고 필수품을 지급 받습니다.	5	82	//4
529	악마의 광장에서 포인트 210획득!	1	83	//4
530	악마의 광장에 도전한다는 것은 자신의 한계를 시험하는 것과 마찬가지 입니다. (900~999)	2	83	//4
531	제가 내어드리는 시험은 악마의 광장 6레벨에 도전하셔서 210포인트를 획득하시는 것입니다. 완료 하시고 저에게 오시면 축복의 보석 1개를 보상으로 드리겠습니다. 단, 악마의 광장 6레벨에서만 수행이 가능하다는 점 명심하십시오. 또한 포인트는 몬스터 퇴치 시 2포인트씩 획득하실 수 있습니다.	2	83	//4
532	이벤트맵에서 악마의 광장에 참여하여 포인트 210을 획득하고 돌아오세요.	3	83	//4
533	Thank you.	4	83	//4
534	악마의 광장에서 포인트 210을 획득하고 돌아오세요.	5	83	//4
535	악마의 광장 1회 클리어!	1	84	//4
536	악마의 광장에서 살아남는 것은 자신의 수련 성과가 매우 뛰어나다는 것을 증명합니다. (900~999)	2	84	//4
537	악마의 광장 6레벨에 도전하셔서 몬스터를 퇴치하시면서 정해진 시간을 채우고 오십시오. 그리고 저를 찾아오시면 생명의 보석 1개를 보상으로 드리겠습니다. 단, 악마의 광장 6레벨에서만 수행이 가능하다는 점 명심하십시오.	2	84	//4
538	이벤트맵에서 악마의 광장을 클리어하고 오세요.	3	84	//4
539	Thank you.	4	84	//4
540	악마의 광장을 1회 클리어하고 돌아오세요.	5	84	//4
541	악마의 광장 경기에 필요한 필수품 챙기기	1	85	//4
542	You came quickly. I will give you a simple mission to get the items you need for the event. (1000~1250)	2	85	//4
543	평온의 늪에서 쉐도우 나이트로 인해 실종되는 여행자들이 많아 지고 있다고 합니다. 평온의 늪으로 가셔서 쉐도우 나이트 140마리를 퇴치해주십시오. 완료를 하신 후에 저에게 오시면 데빌스퀘어초대권 + 7을 보상으로 드리겠습니다. 강력한 몬스터이기 때문에 동료들과 함께 퇴치하시는 것이 좋을 것입니다.	2	85	//4
544	평온의 늪에서 쉐도우 나이트를 처치하고 돌아 오세요.	3	85	//4
545	Thank you. We will give you a reward.	4	85	//4
546	평온의 늪에서 쉐도우 나이트 몬스터를 처치하고 필수품을 지급 받습니다.	5	85	//4
547	악마의 광장에서 포인트 240획득!	1	86	//4
548	악마의 광장에 도전한다는 것은 자신의 한계를 시험하는 것과 마찬가지 입니다. (1000~1250)	2	86	//4
549	제가 내어드리는 시험은 악마의 광장 7레벨에 도전하셔서 240포인트를 획득하시는 것입니다. 완료 하시고 저에게 오시면 영혼의 보석 2개를 보상으로 드리겠습니다. 단, 악마의 광장7레벨에서만 수행이 가능하다는 점 명심하십시오. 또한 포인트는 몬스터 퇴치 시 2포인트씩 획득하실 수 있습니다.	2	86	//4
550	이벤트맵에서 악마의 광장에 참여하여 포인트 240을 획득하고 돌아오세요.	3	86	//4
551	Thank you.	4	86	//4
552	악마의 광장에서 포인트 240을 획득하고 돌아오세요.	5	86	//4
553	악마의 광장 1회 클리어!	1	87	//4
554	악마의 광장에서 살아남는 것은 자신의 수련 성과가 매우 뛰어나다는 것을 증명합니다. (1000~1250)	2	87	//4
555	악마의 광장 7레벨에 도전하셔서 몬스터를 퇴치하시면서 정해진 시간을 채우고 오십시오. 그리고 저를 찾아오시면 축복의 보석 2개를 보상으로 드리겠습니다. 단, 악마의 광장 7레벨에서만 수행이 가능하다는 점 명심하십시오.	2	87	//4
556	이벤트맵에서 악마의 광장을 클리어하고 오세요.	3	87	//4
557	Thank you.	4	87	//4
558	악마의 광장을 1회 클리어하고 돌아오세요.	5	87	//4
559	아케론에서의 부름	1	88	//8
560	아케론의 Go to Deruvish	5	88	//8
561	탐험대의 유일한 생존자	1	89	//8
562	아, 아니? 어떻게.. 당신은 어떻게 여기에 왔습니까? 우선 이쪽으로 몸을 피하세요. 당신이 어떻게 아케론에 왔는지는 모르겠지만 이곳엔 다른 곳에선 볼 수 없는 무시무시한 괴물들이 나타난답니다. 아! 제 소개가 늦었군요. 전 데루비시라고 합니다. 세크로미콘 조각을 찾아 바네르트 라이트를 따라 이곳에 들어왔죠. 지금은 혼자 남았지만…"	2	89	//8
563	음.. 섬에 도착한지 얼마 되지 않아 속성몬스터들로부터 습격을 받았습니다. 그때 많은 탐험대원들이 희생되었습니다. 살아 남은 탐험대원들도 바네르트 라이트를 따라 섬을 탈출해 버렸지요. 전 다른 대원들을 구하려다 몇몇 사람들과 섬에 남겨지게 되었습니다.	2	89	//8
564	제가 알아본 바에 의하면 이섬은 원래 정령들이 살던 평화로운 곳이었던거 같습니다. 어떤일을 계기로 정령들이 괴물로 변해 버리게 된거죠. 그런데 괴물로 변해버렸더라도 정령일때의 능력을 아직 가지고 있기 때문에 매우 위험한 존재들입니다.	2	89	//8
565	들어주셔서 감사합니다.	4	89	//8
