//type	index	red	green	blue	meshIndex
9	216	0	0	0	2
9	216	0	0	0	3
9	216	68	89	183	4
9	217	222	222	199	0
9	217	25	9	49	1
9	217	49	9	49	2
9	218	90	155	120	0
9	219	229	122	98	1
9	220	229	122	98	0
10	1	255	51	0	-1
10	3	0	127	255	-1
10	4	255	255	255	-1
10	6	153	204	102	-1
10	7	204	178	102	-1
10	9	0	127	255	-1
10	12	0	127	255	-1
10	13	0	204	102	-1
10	14	255	255	255	-1
10	15	229	204	255	-1
10	16	191	165	127	-1
10	17	127	127	204	-1
10	18	255	255	255	-1
10	19	127	127	204	-1
10	20	127	127	204	-1
10	21	204	117	63	-1
10	22	165	114	76	-1
10	23	89	89	153	-1
10	24	204	117	63	-1
10	25	89	89	153	-1
10	26	119	170	153	-1
10	27	191	165	127	-1
10	28	51	76	153	-1
10	29	127	102	76	-1
10	30	94	94	255	-1
10	31	76	178	76	-1
10	32	127	102	255	-1
10	33	114	114	58	-1
10	34	153	127	51	-1
10	35	153	153	153	-1
10	36	76	178	76	-1
10	37	127	153	178	-1
10	38	114	114	58	-1
10	39	51	178	76	-1
10	40	178	76	76	-1
10	41	178	127	76	-1
10	42	127	51	178	-1
10	43	204	102	153	-1
10	44	153	102	204	-1
10	45	127	127	178	-1
10	46	204	102	0	-1
10	47	178	127	178	-1
10	48	255	51	0	-1
10	49	178	102	102	-1
10	50	76	153	102	-1
10	51	178	51	51	-1
10	52	127	127	178	-1
10	53	178	51	51	-1
10	54	204	216	229	-1
10	55	229	0	0	-1
10	56	153	204	102	-1
10	57	229	0	0	-1
10	58	0	127	255	-1
10	59	204	117	63	-1
10	60	204	102	0	-1
10	61	127	102	76	-1
10	73	127	204	229	-1
10	74	204	153	51	-1
10	75	165	76	63	-1
10	76	204	216	229	-1
10	77	255	229	153	-1
10	78	255	51	0	-1
10	79	0	127	255	-1
10	80	255	255	255	-1
10	81	89	89	153	-1
10	82	178	76	76	-1
10	83	204	117	63	-1
10	91	102	178	255	-1
10	92	127	204	165	-1
10	93	229	204	255	-1
10	94	191	255	153	-1
10	95	127	76	25	-1
10	98	204	216	229	-1
10	99	204	216	229	-1
10	100	204	216	229	-1
10	101	204	216	229	-1
10	102	117	124	142	0
10	103	204	216	229	-1
10	104	204	216	229	-1
10	105	204	216	229	-1
10	106	255	146	76	-1
10	107	255	146	76	-1
10	108	255	146	76	-1
10	109	255	146	76	-1
10	110	255	146	76	-1
10	111	255	146	76	-1
10	112	255	146	76	-1
10	113	255	146	76	-1
10	114	255	146	76	-1
10	115	204	216	229	-1
10	116	141	121	58	0
10	117	204	114	51	0
10	117	204	114	51	1
10	118	110	113	217	0
10	119	160	40	47	0
10	119	40	35	88	1
10	120	49	79	51	0
10	121	32	81	61	0
10	122	59	74	111	0
10	123	165	127	51	0
10	123	0	0	0	2
10	124	204	216	229	-1
10	125	110	113	217	0
10	126	110	113	217	0
10	127	204	216	229	-1
10	128	204	216	229	-1
10	129	204	216	229	-1
10	130	255	51	0	-1
10	131	0	127	255	-1
10	132	255	255	255	-1
10	133	229	204	255	-1
10	134	119	170	153	-1
10	135	178	76	76	-1
10	136	204	102	0	-1
10	138	140	140	191	-1
10	139	76	76	204	-1
10	140	178	153	140	-1
10	141	204	127	178	-1
10	142	114	96	51	-1
10	143	102	153	132	-1
10	144	178	153	102	-1
10	145	165	127	51	-1
10	146	89	165	255	-1
10	147	229	178	114	-1
10	148	127	178	255	-1
10	149	216	153	153	-1
10	150	122	147	99	-1
10	151	122	147	99	-1
10	152	122	147	99	-1
10	153	122	147	99	-1
10	154	122	147	99	-1
10	155	122	147	99	-1
10	156	122	147	99	-1
10	157	122	147	99	-1
10	161	117	124	142	0
10	164	82	69	48	0
10	164	0	0	0	1
10	165	68	89	183	0
10	165	82	69	48	1
10	165	0	0	0	2
10	166	82	69	48	0
10	166	69	89	183	1
10	167	82	69	48	0
10	167	68	89	183	1
10	168	82	69	48	0
10	168	0	0	0	1
10	169	82	69	48	0
10	169	82	69	48	1
10	169	0	0	0	2
10	171	82	69	48	0
10	171	68	89	183	1
10	171	0	0	0	4
10	172	82	69	48	0
10	172	68	89	183	1
10	173	82	69	48	0
10	173	0	0	0	1
10	173	0	0	0	2
10	174	13	1	22	0
10	175	32	19	0	0
10	176	0	15	0	0
10	177	127	43	0	0
10	178	66	66	111	0
10	179	125	11	88	0
10	180	66	66	110	0
10	181	114	96	51	0
10	182	100	84	56	0
10	183	255	146	76	0
10	184	82	69	48	0
10	184	68	89	183	1
10	185	222	222	199	0
10	185	25	9	49	1
10	186	0	32	19	0
10	187	0	54	19	0
10	188	1	55	0	0
10	189	25	9	49	0
10	189	222	222	199	1
10	190	222	222	199	0
10	190	25	9	49	1
10	191	25	9	49	0
10	191	222	222	199	1
10	191	0	0	0	2
10	192	222	222	199	0
10	192	25	9	49	1
10	193	25	9	49	0
10	193	222	222	199	1
10	194	222	222	199	0
10	194	25	9	54	1
10	196	25	9	49	0
10	196	222	222	199	1
10	196	0	0	0	2
10	197	25	9	49	0
10	197	222	222	199	1
10	198	25	9	49	0
10	198	222	222	199	1
10	199	222	222	199	0
10	199	25	9	49	1
10	200	204	216	229	-1
10	201	140	140	191	-1
10	202	122	147	99	-1
10	203	255	146	76	-1
10	204	82	69	48	0
10	204	0	0	0	1
10	205	25	9	49	0
10	205	222	222	199	1
10	207	90	155	120	0
10	208	111	111	111	0
10	209	229	122	98	0
10	210	111	111	155	0
10	211	155	122	66	0
10	212	204	216	229	0
10	213	114	114	58	0
10	214	122	147	99	0
10	215	255	146	76	0
10	216	68	89	83	0
10	216	82	69	48	1
10	217	222	222	199	0
10	217	25	9	49	1
10	218	90	155	120	0
10	219	229	122	98	0
10	220	229	122	98	0
11	1	255	51	0	-1
11	3	0	127	255	-1
11	4	255	255	255	-1
11	6	153	204	102	-1
11	7	204	178	102	-1
11	9	0	127	255	-1
11	12	0	127	255	-1
11	13	0	204	102	-1
11	14	255	255	255	-1
11	15	229	204	255	-1
11	16	191	165	127	-1
11	17	127	127	204	-1
11	18	255	255	255	-1
11	19	127	127	204	-1
11	20	127	127	204	-1
11	21	204	117	63	-1
11	22	165	114	76	-1
11	23	89	89	153	-1
11	24	204	117	63	-1
11	25	89	89	153	-1
11	26	119	170	153	-1
11	27	191	165	127	-1
11	28	51	76	153	-1
11	29	127	102	76	-1
11	30	94	94	255	-1
11	31	76	178	76	-1
11	32	127	102	255	-1
11	33	114	114	58	-1
11	34	153	127	51	-1
11	35	153	153	153	-1
11	36	76	178	76	-1
11	37	127	153	178	-1
11	38	114	114	58	-1
11	39	51	178	76	-1
11	40	178	76	76	-1
11	41	178	127	76	-1
11	42	127	51	178	-1
11	43	204	102	153	-1
11	44	153	102	204	-1
11	45	127	127	178	-1
11	46	204	102	0	-1
11	47	178	127	178	-1
11	48	255	51	0	-1
11	49	178	102	102	-1
11	50	76	153	102	-1
11	51	178	51	51	-1
11	52	127	127	178	-1
11	53	178	51	51	-1
11	54	204	216	229	-1
11	55	229	0	0	-1
11	56	153	204	102	-1
11	57	229	0	0	-1
11	58	0	127	255	-1
11	59	204	117	63	-1
11	60	204	102	0	-1
11	61	127	102	76	-1
11	73	127	204	229	-1
11	74	204	153	51	-1
11	75	165	76	63	-1
11	76	204	216	229	-1
11	77	255	229	153	-1
11	78	255	51	0	-1
11	79	0	127	255	-1
11	80	255	255	255	-1
11	81	89	89	153	-1
11	82	178	76	76	-1
11	83	204	117	63	-1
11	91	102	178	255	-1
11	92	127	204	165	-1
11	93	229	204	255	-1
11	94	191	255	153	-1
11	95	127	76	25	-1
11	98	204	216	229	-1
11	99	204	216	229	-1
11	100	204	216	229	-1
11	101	204	216	229	-1
11	102	117	124	142	0
11	103	204	216	229	-1
11	104	204	216	229	-1
11	105	204	216	229	-1
11	106	255	146	76	-1
11	107	255	146	76	-1
11	108	255	146	76	-1
11	109	255	146	76	-1
11	110	255	146	76	-1
11	111	255	146	76	-1
11	112	255	146	76	-1
11	113	255	146	76	-1
11	114	255	146	76	-1
11	115	204	216	229	-1
11	116	141	121	58	0
11	117	204	114	51	0
11	118	110	113	217	0
11	119	150	60	61	0
11	120	49	79	51	0
11	121	32	81	61	0
11	122	59	74	111	0
11	123	165	127	51	0
11	124	204	216	229	-1
11	125	110	113	217	0
11	126	110	113	217	0
11	127	204	216	229	-1
11	128	204	216	229	-1
11	129	204	216	229	-1
11	130	255	51	0	-1
11	131	0	127	255	-1
11	132	255	255	255	-1
11	133	229	204	255	-1
11	134	119	170	153	-1
11	135	178	76	76	-1
11	136	204	102	0	-1
11	138	140	140	191	-1
11	139	76	76	204	-1
11	140	178	153	140	-1
11	141	204	127	178	-1
11	142	114	96	51	-1
11	143	102	153	132	-1
11	144	178	153	102	-1
11	145	165	127	51	-1
11	146	89	165	255	-1
11	147	229	178	114	-1
11	148	127	178	255	-1
11	149	216	153	153	-1
11	150	122	147	99	-1
11	151	122	147	99	-1
11	152	122	147	99	-1
11	153	122	147	99	-1
11	154	122	147	99	-1
11	155	122	147	99	-1
11	156	122	147	99	-1
11	157	122	147	99	-1
11	161	117	124	142	0
11	164	68	89	183	0
11	164	82	69	48	1
11	164	0	0	0	2
11	165	68	89	183	0
11	165	0	0	0	1
11	166	82	69	48	0
11	166	68	89	183	1
11	167	82	69	48	0
11	167	68	89	183	1
11	168	82	69	48	0
11	168	68	89	183	1
11	168	0	0	0	2
11	169	68	89	183	0
11	170	82	69	48	0
11	170	68	89	183	1
11	170	0	0	0	2
11	171	68	89	183	0
11	171	82	69	48	1
11	172	82	69	48	0
11	172	68	89	183	1
11	173	82	69	48	0
11	173	68	89	183	1
11	173	0	0	0	2
11	174	13	1	22	0
11	175	31	19	0	0
11	176	0	55	0	0
11	177	127	43	0	0
11	178	66	66	111	0
11	179	125	11	88	0
11	180	66	66	111	0
11	181	114	96	51	0
11	182	100	84	56	0
11	183	255	146	76	0
11	184	82	69	48	0
11	184	68	89	183	1
11	185	25	9	49	0
11	186	0	32	19	0
11	187	0	54	0	0
11	188	0	55	0	0
11	189	25	9	49	0
11	190	25	9	49	0
11	191	25	9	49	0
11	192	25	9	49	0
11	193	25	9	49	0
11	194	25	9	49	0
11	195	25	9	49	0
11	196	25	9	49	0
11	197	25	9	49	0
11	198	25	9	49	0
11	199	25	9	49	0
11	200	204	216	229	-1
11	201	140	140	191	-1
11	202	122	147	99	-1
11	203	255	146	76	-1
11	204	68	89	183	0
11	204	82	69	48	1
11	204	0	0	0	2
11	205	25	9	49	0
11	207	90	155	120	0
11	208	111	111	111	0
11	209	229	122	98	0
11	210	111	111	155	0
11	212	204	216	229	0
11	213	114	114	58	0
11	214	122	147	99	0
11	216	68	89	183	0
11	216	82	69	48	1
11	217	25	9	49	0
11	217	222	222	199	1
11	218	90	155	120	0
11	219	229	122	98	0
11	220	229	122	98	0
12	14	0	127	255	-1
12	414	181	131	69	-1
12	415	212	200	170	-1
12	416	255	166	124	-1
12	417	204	190	151	-1
12	418	61	112	255	-1
12	419	255	20	20	-1
12	420	181	137	139	-1
12	421	195	127	125	-1
12	438	181	131	69	-1
12	439	212	200	170	-1
12	440	255	166	124	-1
12	441	204	190	151	-1
12	442	61	112	255	-1
12	443	255	20	20	-1
12	444	181	137	139	-1
12	445	193	127	125	-1
12	469	188	79	88	0
12	469	0	0	0	1
12	469	0	0	0	2
12	470	188	79	88	0
12	470	0	0	0	2
12	474	0	0	0	0
12	474	135	147	144	1
12	474	0	0	0	2
14	25	0	127	255	-1
14	26	0	127	255	-1
